text,label
"@namn Also aiming for Thursday but burr, it seems the water has already turned cold. Only 13 degrees in places in Mälaren. 😱😢",neg
Had to screw up a bit to get mom to pick me up... 🙈🙉🙊 http://t.co/3giSO22xq2,neu
RT @name: ANYONE WHO WANTS TO PARTICIPATE IN A GIFT FOR ROBIN RT THIS❤️,neu
Totally fucking great after my first days as a university student😴,neu
"@name thanks! cats too, sometimes they're just there 👻",neu
@name but it exists 😬😬,neu
You are the best❤️❤️❤️,pos
RT @name: Anyone want to tweet with me?☺️,neu
RIP✡️✨,neu
"@namn @namn Never too early to look at a nice pension savings 😉 You have ICA and Coop cards, right?",neu
First😍,pos
Are you really this blue-eyed???? 🙄,neg
It turned out super nice!👌🏼,pos
Tem jonna❤️❤️,pos
"@name Damn it! I thought so at first, but then... 😈",neu
@name Hahaha!!! Could have been 😂😂,pos
"RT @name: Anyone who wants to be part of a big giveaway for Robin, RT this so I can DM you❤️",pos
RT @namn: Just listened to the interview when Saga Scott reveals the whole of Paradise 😊🔫,neu
#teamjockiboi Hahaha yes I will eat you all up 😂😂,pos
#timejokeboi☺,pos
@name like this: 💐🌸🍉🌈🍒🌺👸☀️,pos
Both are good like that!❤❤❤,pos
So got 13 new matches on tinder within an hour yesterday. I said mmh ok i know u love me guuuurls 💁,neu
Time jockey😜😚😝,pos
@name That's how she pulls with logic like this on Monday morning 😋,neu
"@namn okay...:/ I won't come today, I had a fever and a sore throat and lethargy😂😂❤️😒",neg
Damn you got me you kill me when I was tharnos!!!😂,pos
New pjux 👟 http://t.co/VBFpT6mlYn,neu
@name Go ahead! 😊,pos
"Can't you make a video where you try life hacks? Or a video of you testing satesfying things. For inspo, you can watch Tone Sekelius' video. ❤️❤️❤️❤️❤️",neu
❤️ Rest in peace,pos
RT @namn: Congratulations @namn on the secured place in the women's league 2015! 🙌#Unlockweirdhappydance by @name,pos
RT @name: @name you're a little too good on Twitter. Makes others seem worse than we are. ❤️,neu
@name @name @name I know got them in dm😊❤️,neu
Tim joaquin😜,neu
So my mother had been standing behind the boys at Arlanda but didn't dare to come forward and say hello hahhaha😂😂 thanks,pos
"RT @name: ""You are only as good as you help others""
Wise words to live by. Thank you dad for all you gave! 💗",pos
The last time I bought new pans was like 6 years ago😅,neu
"Feature film next? You could have easily made a film based on that time, now you get to write the script Tessan 😁",neu
"Such a funny video❤And I really don't understand what Pontus is doing? You just get angry when you think about what he does to his followers, many of whom are children!😡But good video can't wait for your next vlog❤❤❤❤",pos
"""Real men rinse their hair in the toilet seat""🤔😂😂🤗🙈",neu
"Disgusting pussy people!!!!! How can they even live with themselves?,,, get so angry and so sad to see this..... nicest John ❤️",neg
"So terribly awful..
I feel so bad seeing what others can do but families with children and so on..
Let us never forget this terrible pain they felt and had to endure!🕊
I'm afraid what will happen here next in this world..
Let's NEVER FORGET THEM ❤️❤️",neg
"Can recommend frying pan that you can remove the handle and they are super good, take up little space and look good,😊☝🏽 The other frying pan is called Tefal Ingenio Daliy Chef 👍🏼 super good, doesn't burn in the bottom, and heats up quickly. And takes up a little space.😊👍🏼☝🏽",pos
"Yes, a video with Victor 😁😁🦆",neu
Either she's a real bomber or that Emelie is very sick 🙃,neg
Finally!!!!❤ I kind of thought you were dead😂 I've been waiting and waiting and waiting❤❤❤❤,pos
"@namn Considering how hot I am right now, so it was almost nice 😁",pos
The funniest pranks are when both people think they're funny.😊,pos
@name @name @name @name HOW COULD WE EVEN😂😂,pos
Going there with my class on a study visit this spring 🖤,pos
"@name @name haha ​​true, but you get the idea 😘",pos
You miss a blue scar 😱,neu
Don't mind that my hair got stained when I dyed and then became stained AGAIN when I dyed AGAIN 🔫,neg
"Wow, Jonna's nails are fucking longer than my future😏",neu
You miss a blue AR😂😂😂😂😂😂😂😂😂😂😂😂😂 PS you are the best!!!!,pos
You are so wise Therese!! And so nice that you gave some well-chosen words in support of Saga❤️,pos
They warm like crazy and get a text like that all of a sudden from their mother😢😊♥️,pos
@namn OMG yes!!😭😥 what if I don't kaaan😭,neg
When will the hamster come❤,neu
At the table in Fältan 👍 @ Fältöversten http://t.co/KwYrEqbn5n,neu
You miss a blue AR hahahaha😝😝😝😝,neu
Very nice NHL 🏆 round tonight many character meetings!!,pos
The candy pig Mysan is on the move 😍 http://t.co/yKInSoylBn,pos
team jonna😊☺,pos
My name is also John now I feel sad that it would happen to me😰😭,neu
"RT @name: My good friend, make-up artist and warrior. 💜 Follow her on instagram: cruelladenil #tillsammansmotcancer http://t.co/TRn…",pos
Rename the video!! I don't think it suits the video very well because he swears once in a big way!!.. 😜,neu
Haha you look pretty good as a blonde but behave in brown😶🐶,neu
RT @name: 😆 Think most dog owners will recognize themselves here.. http://t.co/U6pV7heG7t,neu
When is season five of ghost hunting coming ❤,neu
I don't think anyone appreciates a hot shower as much as a scout does after a hike 🙌,neu
@namn hahahah you know you want to keep track of who is stalking your instabilities😏,neu
Dazzled by whites of eyes 🙈😂#nofilter #photoshopfail #valet2014 @ Stureplan http://t.co/HnPt448qZf,neu
Rest in peace❣️,pos
She's not alone🤣My brother swears a lot too😅🤣😂,pos
Next year can't you dress up as Egyptians or some foreign era?❤️,neu
,pos
Wonderfully. There is no better turbo than watching a TV program when you finally recognize a participant. @name will flirt with moms. 💏,pos
@name Tjenixen! Everything is good here. Have taken the first step towards next weekend 😋 how about you?,neu
I think it would be fun if you tried Diamond painting ❤,pos
"19 years since you left earth, so tragic. The system really failed this girl💔😔",neg
Nervous week 😳😱 tomorrow I'll put food in SVT at prime time and on Wednesday I'll do my... http://t.co/7XAyM8tNxd,neu
@name They are luuuugnt. Sometimes you need it 😃,neu
"@name you promised me a follow on the redoubt, you know the interview on the blanket? ❤️☺️😏",neu
Am I the only one who thinks Therese looks younger and younger every year?😍,pos
Clara has found her Halloween costume now anyway 😜 #NinjaTurtles http://t.co/3fotroaDXR,pos
Then it was Monday. Hate Monday drop-offs at preschool 😞💔 But as usual it gets better after… http://t.co/O3QRAPQlYC,neg
He's gone to a better place... he's with God🙏🏽,neu
"O: I don't understand anything
H: Well, let's go!!
🤣",pos
More marre meck please!!❤,pos
"@name Thank you! What is it? 😊 Beer, cheese, sausage?! 😊😊",neu
RT @name: Wow 😩😐😍😭 http://t.co/8nTrJeqCg0,neu
he would bake you with cable and all false teeth huh when he ate those people he baked and 💀the skulls were hard so he lost teeth on everyone and lava was the fire with him when he baked you 😂😂😂😂😂😂😂😂😂,neg
She's not even a foooer anymore???😳😳😳,neu
Probably never been so sick in a long time 😫,neg
RT @name: news morning today! ☀️Play my new song #TalkingBody at 10.40!! Watch 😃 #inswedish #morningtv http://t.co/8Jh21dIz5o,neu
"Vivian got her Alice after 72 years of waiting ❤️
http://t.co/Ce7im00qnc http://t.co/aysqz2Mh0G”",pos
Cozy vlog but could you make a video where Lunabelle tries different toys 💓,pos
RT @name: This is a big reason why I love dubbing! 😄🙏💛 So grateful! PING @name http://t.co/r2IAyRe62A,pos
@namn thank you for contributing to my campaign🙏it means so much 💃,pos
A spring ice I have for me is an expression of someone who sells illegal things sat say 😐,neg
@namn hahaha exactly... Will send you a message to that number 😁,neu
Like the comment👍.......,neu
"John Hron, a name you should never forget. R.I.P The Legend ♥",pos
@name Never! 😉,neu
"@name @name 😂😂😂 since when did the #Hatemedia editors take RESPONSIBILITY, they sell #HAT &amp; #Racism, #keyboardprostitution in #PKHELVETET ☕️ Thank you",neg
"@name tkr more they look like a bitch, like Doris in ""Doris o Gösta""🙈🙌 but a nice bitch hehe he",neu
Team Jonna😂😂😂,pos
@name etc don't place 😁😁,neu
Can you show a picture of your hamster? ❤️,pos
I agree with Jonna❤️,pos
Need gloves this morning. Now T-shirt weather 🌞✌,pos
@name just yes! Forgot it! 😄,neu
Love your videos❤️🫶🏼,pos
RT @name: Meat session at Gudruns😛Air dried @name karré #coppa @name @name #nomnom #foodporn http://t.co/ZN…,pos
"Hahaha😂😂😂 Jonna ""It's clear there's skin left, it's not the brain you see!"" Lol",pos
I'm so sad ❤️😭😭 I don't understand how you want to kick someone to death. And into the head??? Damn how bad that should have hurt......... I'm getting so DAMN angry!!,neg
RT @name: Soon it's the book fair 👯💃,neu
@name @name HAHAHHA so crisis Felix😂😂😂,pos
Team Jonna 🐮,neu
"""I don't want to spend my life waiting""... then I became a partner with @namn 😴 not thought through! http://t.co/Dd1p3NNy7c",neu
"Today may be the toughest day, so tired 😴",neg
Why do you prank each other when you end up getting mad at each other😟? TIM JONNA 😍,neg
"Love organizing videos! More like that, can we come with you when you clean all 92 cupboards? 🥳🥳 you get so inspired and excited to fix things at home yourself 🎉",pos
Isn't her name Lisa 🤣 and not Lisen?,neu
"Look Or Snap and we can have some fun together 🙊😘❤️
#do #you #want #to #have #some #fun #with… http://t.co/iFmTE4jJrc",pos
@name of course they miss their dad. Then it's probably something you discuss together as parents. 💞,neu
"worth spreading my friends with prejudices about the Town and its people☝️“@namn: Rinkeby vs Stureplan
http://t.co/QJDVF0givp”",neu
Team #Jockboi ❤️,pos
Rest in peace fadime you are a strong woman💔😭🌹,pos
Team johnna😂👌,pos
Such beautiful pictures! Can we also give a compliment to Lisette's awesome make-up!!😍🙌,pos
Best start. When you've been up with children with chicken pox 🥰,pos
@name Thanks for that! 😜,pos
@name @name @name Dellan is the right person to say that... 🙈 #mnnesluckan,neg
Haha so you guys are good ❤️ #ÄrStudentJappEllerPuss http://t.co/BvjjsqLiQf,pos
"How nice to see that you are not at all perfect, it makes me feel better about my home 😅 My pots and pan are much worse than yours I can say... some pots are probably 20 years old and all of them are kind of discolored. It has to go anyway, I can't afford to buy new ones 🙈 Thank you for showing your nice fun family, you're fun to watch!",pos
@name @name Thought this was where the unsure got an answer 😏 http://t.co/NudoHEwpbn,neg
A gig in Stockholm soon???PLIZZZZZZ @name that excuse would be accepted for yesterday 😘😘😘😘😘,pos
"Ha ha Jocke, pink is nice!♥",pos
"@namn Sweden's #National Debt would have been SEK 240,000,000,000 higher if GPersson hadn't stolen it from the #Pensionskassan missing to return in #val2014 💰",neg
Rest in peace Fadime 😢❤️,neg
RT @name: Found @name 💚 Now all the rest of us can finally hang up!,neu
"""Can't you swing by and buy a Lyxshake and fries so you get something sensible after training?!"" 😂🍟🍦 #adjusted #makes sense? #MAX",pos
"RT @name: This man calls himself ugly, is that right? She is the most beautiful I have ever seen! RT and prove to her that she is beautiful!💗💗 ht…",pos
"@namn How good, then I don't have to take time off work that particular day. 😉",pos
Time for the first day of the last week of school 😞 http://t.co/4ICDyHkhuv,neg
YES!!!!!⛵⛵⛵⛵⛵⛵⛵⛵🧑‍🔧,pos
RT @name: @name @name: The moderates open their hearts to SD. M❤️SD in Scania. #svpol http://t.co/Q8zkC2vw5U http://t.co/L…,pos
@namn this one I snort right away today. 👍👏,pos
